id,Fold_stratified_url,Fold_stratified_url_ver2,random_state
6616c13a4,3,0,88
7522dfe0c,4,1,88
d36b46c15,0,2,88
50a424646,1,3,88
be40d522d,2,3,88
de62673ab,3,0,88
70ea81fcf,4,4,88
e020822cb,0,0,88
8abdedb08,1,4,88
91f7e030e,2,3,88
41d76962a,3,1,88
1f230e623,4,2,88
0106b8223,0,3,88
c9a4ea202,1,4,88
61ed38362,2,0,88
2f145a1fd,3,1,88
7ebde0a7c,4,1,88
c95da3c06,0,2,88
9a60d1143,1,3,88
aadfca281,2,4,88
93862fdad,3,0,88
6df66308a,4,1,88
a2298a161,0,2,88
10b11563d,1,3,88
11fc86ab3,2,3,88
08beb9b06,3,4,88
be8b95ec0,4,0,88
c95b9ef21,0,1,88
4142d9032,1,2,88
2472396a0,2,1,88
ff30cf178,3,3,88
c3302a176,4,3,88
a5e01b562,0,4,88
07fcc6d46,1,0,88
9810db6cc,2,3,88
6b95e3508,3,0,88
2ade9142e,4,1,88
ce2625cff,0,2,88
329899737,1,3,88
a852fb41d,2,4,88
7130069dc,3,0,88
7f5328c35,4,1,88
7f482dceb,0,2,88
e475faceb,1,3,88
71b10cd34,2,4,88
eb5a24d21,3,4,88
e9371122a,4,0,88
f0ddc51ab,0,1,88
d45abbed1,1,2,88
f994af4e1,2,3,88
a9dba43f4,3,2,88
519ca97e9,4,3,88
fb6a10777,0,3,88
001ef05a9,1,4,88
3aee5c9fd,2,4,88
b3c3a4ada,3,0,88
4eba2039c,4,1,88
e0afb9219,0,2,88
964b687a5,1,3,88
0637d5818,2,3,88
7a0e0eb5b,3,4,88
ece75211d,4,4,88
12e7d318d,0,0,88
bf9a1bd7f,3,2,88
3bdfdd284,2,1,88
e7d0b0fc2,0,2,88
74ee4d488,1,3,88
d25b7c3aa,1,4,88
aae3150c4,1,0,88
ef4dd7344,2,1,88
71e6d18b3,3,2,88
6dc503900,4,3,88
6ace882a8,0,1,88
a674f6c38,1,4,88
91fda1d78,2,4,88
db0d5ba4d,3,0,88
8b6e9878f,4,3,88
2defec2e6,0,0,88
cd4a51e02,1,1,88
c5f12dbf3,2,1,88
6425c7acb,3,2,88
b92a19ac7,4,3,88
e626a6367,0,4,88
462cb08e3,1,0,88
18a5ee5c5,2,1,88
7cad0f936,3,2,88
24b96de9a,4,0,88
af084a99e,0,2,88
ac92cfc37,1,3,88
9c7728077,2,4,88
824ea20cc,3,4,88
01255dd3d,4,0,88
b2307a80c,0,1,88
61c047490,1,2,88
513bd77b3,2,3,88
9635671b4,3,4,88
891c012e8,4,1,88
95797dd7d,0,0,88
c08246373,1,1,88
730277e8d,2,2,88
327c0085a,3,1,88
ba585b63c,4,3,88
fad51d3c8,0,3,88
acac08ee4,1,1,88
a56126929,2,4,88
3b1a28713,3,0,88
fa899288b,4,0,88
376090428,0,3,88
3f33b36a6,1,1,88
ff66deb88,2,1,88
f95a22e93,3,2,88
ff260e751,4,3,88
196bfa0f8,0,4,88
75d2b5e2d,1,0,88
bfa588b2f,2,2,88
4c0532594,3,1,88
5a358c889,4,2,88
0751ef6cb,0,3,88
cfd196202,1,4,88
5e8e57468,2,0,88
4387e650d,3,1,88
de40ff558,4,1,88
3bfbecabe,0,2,88
e444bca65,1,1,88
a7d777123,2,3,88
485e5e212,3,0,88
a910bc7f2,4,4,88
152fb715e,0,0,88
decae8817,1,1,88
aac8c0e7d,2,2,88
6a762012a,3,3,88
48e010492,4,4,88
2fa0b13d5,0,2,88
dca132c52,1,0,88
47d6aff90,2,0,88
a7ec6374c,3,1,88
1ae994d6d,4,2,88
9a4a22f12,0,3,88
580715b3c,1,4,88
5acc8134c,2,0,88
49965b919,3,4,88
847cf3d08,4,1,88
ff8f2fae3,0,2,88
6985f427e,1,3,88
a9a6635dc,2,3,88
eb57cde1c,3,1,88
ab29cc29a,4,4,88
f56e91ef9,0,2,88
b428fb330,1,4,88
cfbe26119,2,3,88
bcef3659e,3,1,88
3ecb99a3a,4,0,88
12969e286,0,1,88
c802bcec6,1,2,88
3e99cc39a,2,3,88
21aa5477d,3,4,88
6befdf5ed,4,1,88
c40a66044,0,0,88
b56a17586,1,1,88
613335dff,2,4,88
d3011b732,3,2,88
6c4059edf,4,3,88
c06d6373c,0,4,88
3efb796e2,1,0,88
4782886ea,2,1,88
3a3a8a83c,3,2,88
ed374c972,4,3,88
e62556057,0,4,88
08b76b5af,1,0,88
ec442ed0d,2,1,88
280792757,3,2,88
2018deb15,4,3,88
06e0d89b4,0,3,88
e3542af4e,1,4,88
1b69a927c,2,0,88
bf61390ab,3,0,88
6fc0df6aa,4,1,88
e741d2e9a,0,0,88
ba9b7c9aa,1,2,88
9b0baa1cd,2,3,88
fe42492d4,3,4,88
f8fc14a56,4,0,88
3ec443d49,0,1,88
93db5ca37,1,2,88
f28a4261d,2,3,88
3c48bf5aa,3,4,88
0d5063385,4,0,88
ca520088f,0,1,88
3533ba796,1,4,88
984532955,2,2,88
cf2e938da,3,3,88
04f79e807,4,4,88
ff99879dc,0,0,88
79d18bcf8,1,1,88
946f4fe91,2,0,88
26c8fe3f3,3,2,88
5d7e42a06,4,3,88
9ea79904e,0,4,88
4c33ab3a9,1,0,88
4752ac9de,2,1,88
955a8c878,3,3,88
7d909bbc3,4,2,88
5c406b096,0,0,88
bb55b73fc,1,4,88
ab408e89d,2,3,88
9e14ac17a,3,4,88
edd0518d3,4,4,88
7d99a764d,0,4,88
2ba521c55,1,0,88
102098a3b,2,1,88
a224655f2,3,2,88
1b6e19e78,4,3,88
23106fc3a,0,0,88
f61d1af0e,1,4,88
a654b2774,2,3,88
1ef2620e2,3,4,88
cf0754fe4,4,0,88
3eb9cddb8,0,1,88
5f96da48e,1,2,88
404180835,2,3,88
d2b59b45b,3,4,88
328b74259,4,0,88
3eb7d43dd,0,1,88
b82588521,1,2,88
fa7ded344,2,4,88
593e82f3f,3,3,88
4f79287ea,4,4,88
43beae221,0,0,88
ecb291af9,1,1,88
a12fe70cf,2,2,88
1779ba8c1,3,3,88
d436eb9c3,4,4,88
d9eb41f75,0,2,88
a65fb236a,1,2,88
8938afd2f,2,0,88
f91caf993,3,1,88
9a3f1c4f3,4,2,88
f7137b4c7,0,3,88
da4cec179,1,4,88
d6c4e3028,2,0,88
15f2cb16c,3,1,88
9fa6a7f79,4,1,88
c2b315a00,0,2,88
3fa507d01,1,2,88
f3721e6b5,2,3,88
c544d9384,3,4,88
0aaac8f69,4,0,88
d8c7bf9bc,0,0,88
8ef8fdb57,1,1,88
4f17abf2d,2,2,88
cdea4376d,3,3,88
a16f5d2c6,4,3,88
c01b34c77,0,0,88
407c92bcd,1,4,88
ddf896b32,2,0,88
037a82462,3,2,88
6e3c36a07,4,1,88
ea4f40ca6,0,2,88
39dcc6828,1,3,88
8f4de29b6,2,4,88
3c5efe178,3,0,88
82d1b3d00,4,2,88
8b34d870a,0,1,88
c58740461,1,3,88
4ac78e5c3,2,0,88
6db88f484,3,1,88
5b34bfeeb,4,0,88
23940648e,0,0,88
d28f425f4,1,3,88
76e040fd0,2,1,88
c9db496d2,3,1,88
2b58c6708,4,2,88
00ff70835,0,0,88
dcb44d2a8,1,3,88
bcd803279,2,0,88
c449939c7,3,4,88
488cc7730,4,0,88
df4390e2a,0,1,88
fb3c9e614,1,2,88
13009a21b,2,1,88
8ddf679c7,3,3,88
d45241a96,4,4,88
238a684ff,0,0,88
3b1faa196,1,4,88
74c83ad4a,2,1,88
b61a1b4dd,3,2,88
dd54ca86d,4,3,88
dac1a1d1a,0,1,88
e3c48fb3f,1,4,88
c0f9a68c4,2,0,88
ac7b567bf,3,0,88
0fa8b8d18,4,1,88
fe497d6b6,0,4,88
8729ce308,1,1,88
bd531e0d9,2,2,88
02042361f,3,3,88
b25ad4c02,4,4,88
7d713e437,0,0,88
46c598b5f,1,4,88
4f9cb89a9,2,1,88
4e809bc06,3,2,88
10b636b8f,4,3,88
464cd0f3c,0,4,88
fe6abf2d5,1,0,88
7a85d51a0,2,1,88
fca71161c,3,1,88
49d980e1a,4,4,88
59db21dca,0,2,88
3d608fc1c,1,3,88
63ef1ca08,2,4,88
734441146,3,0,88
530e61a52,4,1,88
d95fba12a,0,4,88
9b3213b77,1,2,88
e989a8d0a,2,3,88
6e48a64ea,3,4,88
a20b7c831,4,0,88
deb3d08da,0,3,88
8fe4635e5,1,4,88
18f1a757f,2,1,88
8c6414f2a,3,2,88
ee18d2160,4,3,88
0975adfd1,0,4,88
c6e6c1fbb,1,0,88
398de6619,2,1,88
12d2a4c43,3,3,88
b22392e0a,4,4,88
edcfbf9bc,0,3,88
657c2e5e9,1,2,88
debb0013b,2,3,88
61a2413ba,3,4,88
dd1c1c773,4,0,88
5e2dc0d55,0,1,88
2ef64a4c3,1,2,88
ce8c7bec8,2,3,88
98027a84c,3,4,88
bd3d86f22,4,0,88
f076d8942,0,1,88
f371189b5,1,2,88
eea5994cd,2,3,88
e00200d4a,3,0,88
cf898ee98,4,4,88
8a9bf826b,0,2,88
96f6084b2,1,4,88
67e42e414,2,0,88
3b501eb47,3,0,88
85a7b4fd9,4,2,88
858409e01,0,1,88
0a307851a,1,2,88
b18147e5e,2,3,88
801212476,3,4,88
d7ea6fa85,4,0,88
7eb1cc3a6,0,1,88
dfe1a4c2e,1,1,88
3ef278f52,2,2,88
66b828b4a,3,2,88
3e4324518,4,3,88
123089f0d,0,3,88
16c6b6f52,1,2,88
8160b3b3c,2,3,88
47b6010d9,3,4,88
7ccc0f771,4,0,88
8d697e15e,0,1,88
c7d20f683,1,2,88
d9e97ada3,2,3,88
c67974fcb,3,2,88
564f5943f,4,4,88
8ae20b895,0,0,88
4022385bd,1,2,88
43999fc11,2,1,88
53ee8fd57,3,2,88
6a5a64db6,4,2,88
1de294528,0,3,88
c956f7ad7,1,3,88
a934abe6f,2,4,88
a3f2f2a4b,3,0,88
085750930,4,1,88
2ad973f31,0,2,88
5f8ce05b8,1,3,88
9039acda3,2,4,88
031f30122,3,0,88
04005df65,4,4,88
b4eaadabe,0,1,88
118356e7a,1,2,88
ed95e9d53,2,3,88
93999db62,3,4,88
21ae4630e,4,2,88
7eeb2e6bf,0,1,88
27ae759b3,1,4,88
f2a50710e,2,0,88
35d89eec7,3,4,88
0505ec0d6,4,1,88
5ecf5daa3,0,2,88
28876f9d2,1,3,88
16dfce6a9,2,4,88
848e8bb68,3,2,88
fb5388070,4,0,88
cfb874eb7,0,4,88
8d2b2a88a,1,1,88
29784afb6,2,2,88
1946b8101,3,3,88
6188a6dda,4,3,88
31d70f860,0,4,88
fe511f5e2,1,0,88
a52976f6d,2,1,88
29af0cdc4,3,2,88
894214f77,4,2,88
d334a0bd3,0,2,88
9fbfabd8b,1,0,88
c69bb27e1,2,3,88
90cc9869f,3,2,88
9fc039bad,4,4,88
5cf104360,0,0,88
a67e94e39,1,1,88
726a4ddb5,2,2,88
8d666ccdb,3,3,88
22b8be3d9,4,4,88
83810dc29,0,3,88
07dd19b18,1,0,88
82486c2a2,2,1,88
21588e6ca,3,2,88
6b26e3764,4,1,88
cb37ae268,0,3,88
4f96f7a0f,1,3,88
1c0bb0401,2,4,88
b5863e37e,3,2,88
d53ad846e,4,0,88
e82d5caca,0,1,88
338934180,1,4,88
fb8e6baa7,2,2,88
395082cd2,3,3,88
788cb8492,4,2,88
cdecb71c4,0,4,88
20e58475c,1,3,88
c273dccac,2,0,88
7a3d486c9,3,1,88
a9624bdf8,4,2,88
44b882d7b,0,0,88
cd0a82e55,1,3,88
bbaeb1277,2,4,88
9cdf5fe75,3,0,88
2ac9d9f75,4,1,88
9b4e8bd32,0,2,88
c2f833e93,1,3,88
60acac5fa,2,4,88
ca2945337,3,4,88
3a4d65f8d,4,0,88
e9292e4f6,0,1,88
6aaa97050,1,1,88
fa8918595,2,2,88
097311017,3,3,88
515e83b56,4,1,88
51cbd03bc,0,2,88
3c7597144,1,2,88
34ec7fa04,2,4,88
736e95591,3,0,88
c70989c96,4,1,88
2e466993d,0,2,88
9e18f874b,1,4,88
df72292bd,2,3,88
4020d4527,3,4,88
c14f4a3c3,4,3,88
09ee04799,0,1,88
966bfb330,1,0,88
53cb4f181,2,1,88
4a90b4554,3,2,88
edb591697,4,3,88
a1ba30134,0,4,88
ce1f3e26c,1,0,88
92e3a54e8,2,2,88
62dceff46,3,1,88
f5fd15b56,4,1,88
64ebce72c,0,2,88
7f4525afa,1,3,88
4646af457,2,4,88
91e87e7dc,3,0,88
c092acf55,4,1,88
346a3a3b3,0,2,88
f79f81e16,1,1,88
74221a3fa,2,2,88
4e00b8403,3,3,88
19118c7af,4,4,88
848ce782a,0,0,88
39cfe9fb1,1,2,88
0291a72fb,2,4,88
37f8dab19,3,1,88
bcd734621,4,2,88
d46185a7d,0,3,88
cebfcfb33,1,1,88
ca7b204d2,2,4,88
2c94c9e34,3,0,88
9ab841811,4,1,88
d78716d74,0,4,88
9cbc92ce1,1,2,88
c7612744f,2,3,88
dab7bcf73,3,4,88
7e777d654,4,4,88
896fd296d,0,0,88
2617a9b90,1,2,88
5ab9aaeff,2,3,88
ef23ee9af,3,1,88
67b57e1af,4,1,88
142300e12,0,0,88
05a66a8b7,1,2,88
44ed4b49d,2,1,88
8990c710b,3,4,88
0cd8230f8,4,3,88
94ff68620,0,4,88
e79369a60,1,0,88
f5ac1e0c3,2,1,88
65e557a34,3,2,88
ee607c4d5,4,1,88
b55a027aa,0,3,88
6a71cad2a,1,3,88
ae4dacb09,2,3,88
5b502970d,3,4,88
87197d2c7,4,0,88
d4d707fb6,0,2,88
470ef2132,1,4,88
18724c21e,2,1,88
b95eb1d3e,3,3,88
35f8e37d1,4,3,88
04ade0eb2,0,3,88
9788d8043,1,2,88
b727d1faf,2,2,88
f5c2d1c04,3,2,88
c00b2023c,4,3,88
7448774f1,0,3,88
ccecebc17,1,4,88
f0d06ab63,2,0,88
228aa5585,3,1,88
4a1333b11,4,1,88
c513ec92f,0,2,88
bbee1c554,1,3,88
76df6dcd0,2,4,88
3c0447a11,3,0,88
0f3915450,4,1,88
f9fffc984,0,2,88
80f1e0cfd,1,3,88
924ba4a14,2,4,88
2b4024021,3,1,88
d52ee40f0,4,3,88
fa0b71d87,0,0,88
79b698ba8,1,1,88
dd7d0d74c,2,2,88
a341fdf3e,3,3,88
3ee9d45f9,4,3,88
be4736207,0,4,88
679ea4f70,1,1,88
5d2a23a98,2,0,88
2b02d86a5,3,1,88
f86db50bb,4,2,88
ac480ed26,0,3,88
23e330f4f,1,4,88
a44fe1d5a,2,1,88
6efcddc6e,3,0,88
4c5ee9852,4,2,88
ed65d0f3d,0,1,88
d009573dd,1,1,88
e60f4e31a,2,2,88
575f6a437,3,3,88
cc390cb43,4,0,88
00d4d251d,0,4,88
6c755953d,1,0,88
2a07d8b52,2,2,88
b858f1375,3,1,88
6b8476f7a,4,1,88
daab29b47,0,0,88
818cd12b8,1,2,88
33836f881,2,3,88
f8cb3c63b,3,4,88
2131211ce,4,4,88
d5ae1bb57,0,0,88
4b41bb2b5,1,1,88
99dd7d90f,2,1,88
1f4a71220,3,2,88
055df866f,4,3,88
ee67170f5,0,4,88
130249280,1,0,88
b9f5c5011,2,1,88
6fceedb16,0,1,88
1ffdf1576,2,0,88
6fa612e10,3,3,88
bb2259bf6,2,1,88
80d312c02,4,3,88
5612f85cc,0,1,88
1c9fe933e,1,2,88
51bdca98c,2,3,88
6d9725cb4,3,4,88
3b8487bd0,4,0,88
caa3eee41,0,1,88
4590548e9,1,4,88
3c8bc21a4,2,2,88
396ccfba1,3,3,88
c4704e381,4,3,88
3c8cc67a6,0,4,88
698dcda87,1,0,88
7a06ba0cd,2,2,88
620c94c7c,3,1,88
76fe1a630,3,2,88
b300ba844,4,3,88
2a36e28fd,0,4,88
3f4d05380,1,0,88
a60686533,2,2,88
aee4b497d,3,1,88
7aab1d5fd,4,1,88
196bb8e99,0,2,88
711f87410,1,3,88
cf48c7441,2,4,88
4c542ae57,3,0,88
060fc57c6,4,4,88
46e7240c8,0,1,88
cfdf06155,1,2,88
253dccf1b,2,3,88
2130335c8,3,3,88
afe0798cc,4,0,88
ad5b96b41,0,4,88
a0d80fffb,1,3,88
299c356fb,2,0,88
252d9e8ad,3,1,88
bf0d08b6a,4,2,88
85cdc2533,0,2,88
1e1a86396,1,3,88
97fddd32f,4,1,88
1052d28f3,2,1,88
55e342232,3,4,88
0d48a121f,2,0,88
ecf99de57,4,1,88
1063b23ce,0,2,88
5fc294936,1,3,88
7b3323c17,2,4,88
163c67ac2,1,0,88
83ef18d6b,3,1,88
e3b9b8ac4,0,2,88
257eed703,4,3,88
cc1a9a3e8,0,4,88
b56b87069,2,4,88
4eedcc112,3,0,88
3e854ccc5,4,1,88
723b24b58,0,2,88
6adf32ac0,1,3,88
628d70a38,2,4,88
46f9e5b96,3,1,88
95413908b,4,0,88
67142a9ad,0,0,88
b4b620ce2,1,1,88
ec967b467,1,3,88
68e9c3414,2,4,88
ced0db116,3,1,88
08c96cd09,4,3,88
90c128b48,0,2,88
ddadb6092,1,3,88
2236a8045,2,4,88
81d9f2f4f,3,3,88
9eea14ccb,3,4,88
6a7e5f932,4,0,88
b2f57788e,3,3,88
eb7ccf8a3,1,1,88
dc8bb7a8c,0,2,88
30a6fa2ca,2,4,88
571901e17,1,3,88
253d55031,3,0,88
10e99972d,1,4,88
6060b06be,2,0,88
49dc9c57f,1,1,88
72e6d3add,1,2,88
075672d6f,2,3,88
701f51d86,4,4,88
944aa5331,3,0,88
475802be3,0,2,88
9611b9cfb,1,1,88
02817cbd1,3,2,88
2985f4021,0,0,88
a895fc4a7,3,3,88
4d403fd57,4,0,88
14972af78,1,1,88
3ba0b1f96,2,4,88
24288b9a5,3,0,88
1686d6ea3,1,1,88
2b3f1f54e,2,2,88
4f53dd071,2,3,88
f79dfc781,4,4,88
f482c02a0,3,4,88
df6f22f73,3,0,88
7382b7a7a,3,1,88
dc68539f2,4,2,88
e3809434d,0,3,88
3bb83a8d7,2,1,88
d709d7022,4,4,88
b9d1695e2,0,1,88
6e030ff29,0,0,88
7005971ef,1,1,88
9c5ff50d5,4,2,88
25f93b2f6,3,2,88
b8733aeb1,4,3,88
2baf404d8,3,4,88
f301ff005,1,0,88
25ca8f498,3,4,88
2c26db523,3,4,88
cd19e2350,1,1,88
15e2e9e7a,2,2,88
5b990ba77,2,3,88
